Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
59,Male,81.8,1.89,189,128,74,1.54,868.0,Yoga,12.5,3.5,4,3,22.9
28,Male,62.4,1.66,190,133,66,0.51,414.0,Cardio,26.3,2.8,3,1,22.64
31,Male,83.1,1.89,186,139,66,1.84,1542.0,Cardio,11.3,3.7,5,3,23.26
48,Male,80.3,1.86,173,124,69,1.94,1279.0,Yoga,14.0,3.4,5,3,23.21
34,Female,44.4,1.57,197,137,57,1.47,967.0,Cardio,30.0,2.1,3,1,18.01
31,Female,54.8,1.73,167,128,66,1.1,761.0,Strength,27.2,1.5,5,3,18.31
57,Female,45.8,1.6,192,131,72,1.46,749.0,Strength,30.7,2.4,3,2,17.89
41,Female,65.7,1.61,189,139,60,0.86,359.0,Cardio,32.3,2.3,3,1,25.35
18,Male,107.9,1.86,174,133,51,1.04,773.0,Yoga,26.2,2.5,5,3,31.19
37,Female,69.8,1.65,174,132,74,1.03,769.0,HIIT,28.6,2.3,4,2,25.64
48,Male,85.5,2.0,187,147,68,1.94,1650.0,Strength,12.2,3.4,5,3,21.38
38,Male,103.4,1.7,184,142,69,1.48,1135.0,Strength,25.7,2.8,2,2,35.78
24,Female,54.6,1.68,170,128,63,0.98,708.0,Yoga,28.8,1.8,4,3,19.35
24,Female,54.8,1.69,176,125,57,1.05,673.0,Cardio,31.9,2.3,3,3,19.19
46,Male,81.9,1.81,175,145,67,0.67,477.0,HIIT,25.7,3.5,2,1,25.0
53,Male,85.5,1.64,182,144,56,1.07,711.0,HIIT,19.1,3.3,5,1,31.79
56,Male,78.6,1.94,160,142,71,1.68,1298.0,Cardio,12.7,3.4,5,3,20.88
56,Male,82.4,1.69,183,157,61,1.29,831.0,Strength,24.4,3.1,3,2,28.85
46,Female,71.8,1.69,178,150,54,1.72,977.0,Strength,25.3,2.8,2,2,25.14
52,Male,80.4,1.78,170,151,57,1.97,1299.0,Yoga,14.8,3.4,3,3,25.38
52,Male,108.7,1.71,187,158,68,0.5,470.0,Strength,25.4,3.6,4,1,37.17
30,Male,54.6,1.97,199,138,62,1.56,971.0,Strength,29.6,3.1,4,2,14.07
43,Male,83.9,1.77,177,133,54,1.92,1059.0,HIIT,10.0,3.6,4,2,26.78
53,Male,52.6,1.7,178,150,74,1.2,873.0,HIIT,24.9,3.4,4,3,18.2
22,Female,42.4,1.64,172,140,63,0.76,617.0,Yoga,23.6,2.8,3,2,15.76
26,Female,58.9,1.85,179,139,62,1.57,985.0,Cardio,28.6,1.9,4,2,17.21
39,Female,60.4,1.64,192,129,71,1.96,1068.0,Yoga,18.8,2.9,4,2,22.46
30,Female,60.3,1.57,194,156,56,1.81,1452.0,HIIT,12.9,2.7,5,3,24.46
29,Male,63.4,1.67,183,161,55,1.52,1254.0,Strength,23.7,2.7,2,1,22.73
21,Female,56.9,1.81,176,161,66,1.79,1591.0,Cardio,14.5,3.1,3,2,17.37
39,Male,63.9,1.82,164,126,58,1.06,733.0,Cardio,26.6,3.2,2,1,19.29
30,Male,61.4,1.74,174,148,73,1.5,1251.0,Yoga,25.1,3.5,2,2,20.28
34,Female,69.5,1.59,177,120,61,1.07,806.0,Strength,30.3,1.7,3,2,27.49
44,Male,87.1,1.97,194,157,69,1.94,1518.0,HIIT,12.1,3.7,5,3,22.44
20,Male,80.3,1.86,193,151,70,1.72,1314.0,Cardio,13.8,3.3,4,3,23.21
43,Female,51.6,1.63,183,159,66,1.59,1251.0,Yoga,19.4,2.6,5,3,19.42
21,Female,58.7,1.51,180,136,70,1.5,903.0,Cardio,33.7,1.7,5,2,25.74
56,Male,82.5,1.88,191,120,71,1.35,898.0,Yoga,14.5,3.7,5,3,23.34
28,Female,60.9,1.53,166,127,51,1.84,1100.0,Yoga,14.7,2.4,4,2,26.02
41,Female,44.7,1.77,163,135,67,0.91,725.0,Strength,31.7,2.1,3,2,14.27
32,Male,83.5,1.96,182,137,50,1.39,1147.0,Strength,11.7,3.3,5,3,21.74
21,Male,129.6,1.64,169,156,61,1.4,1269.0,Yoga,16.8,2.4,2,1,48.19
33,Male,119.4,1.88,165,130,67,0.69,488.0,Yoga,26.3,3.0,2,1,33.78
46,Male,87.0,1.8,174,154,62,1.69,1188.0,Yoga,26.0,3.3,3,2,26.85
20,Female,65.1,1.51,173,135,50,1.94,1436.0,Yoga,19.4,2.6,5,3,28.55
26,Male,94.6,2.0,175,155,62,1.27,1149.0,HIIT,22.0,3.7,2,3,23.65
49,Male,58.0,1.91,187,131,68,0.98,751.0,Yoga,23.8,2.5,3,1,15.9
53,Male,49.4,1.76,166,159,50,0.77,412.0,HIIT,29.3,2.9,3,2,15.95
42,Female,53.9,1.7,168,165,72,1.02,872.0,Strength,31.4,2.5,5,1,18.65
46,Male,59.7,1.72,171,152,65,1.21,820.0,Strength,25.4,2.2,5,2,20.18
21,Female,57.2,1.51,162,161,57,1.38,1066.0,Strength,32.0,2.4,3,3,25.09
57,Female,62.0,1.74,198,121,51,1.65,940.0,Cardio,17.3,2.6,5,3,20.48
23,Male,83.0,2.0,174,164,66,1.88,1718.0,HIIT,10.0,3.2,4,2,20.75
56,Female,46.8,1.71,176,146,57,1.48,962.0,Strength,31.9,2.3,2,1,16.0
44,Male,48.0,1.8,163,143,61,1.12,910.0,Yoga,22.4,2.0,2,1,14.81
41,Female,52.8,1.55,180,121,54,1.04,663.0,Cardio,28.0,2.1,2,2,21.98
53,Female,70.9,1.55,165,162,67,0.55,446.0,Strength,26.1,1.5,2,2,29.51
51,Female,83.7,1.6,171,169,57,1.54,1050.0,Strength,29.8,2.2,2,2,32.7
55,Female,67.6,1.55,170,130,64,1.48,778.0,HIIT,21.6,2.3,5,1,28.14
57,Male,85.7,1.95,194,138,65,1.15,864.0,Yoga,24.7,3.0,2,1,22.54
22,Female,69.3,1.88,183,127,63,0.79,508.0,HIIT,27.6,2.2,2,2,19.61
54,Female,71.9,1.64,189,163,66,1.12,911.0,Yoga,35.0,1.9,2,2,26.73
49,Female,72.8,1.75,167,141,52,1.19,738.0,Yoga,35.0,2.3,3,1,23.77
18,Female,50.1,1.76,190,144,63,1.29,907.0,Yoga,28.9,2.3,2,1,16.17
58,Female,78.5,1.57,199,140,74,1.16,672.0,Yoga,32.0,2.1,3,1,31.85
19,Male,92.7,1.93,188,129,56,1.79,1246.0,Strength,10.0,3.7,5,3,24.89
59,Male,110.8,1.74,188,124,54,1.02,716.0,Yoga,24.9,2.7,3,2,36.6
56,Female,45.0,1.59,178,153,56,0.98,745.0,HIIT,32.5,2.4,3,1,17.8
53,Female,77.2,1.64,175,167,67,0.95,710.0,Cardio,32.6,1.6,2,2,28.7
18,Female,48.6,1.75,197,169,61,1.45,1062.0,Cardio,27.2,2.9,4,1,15.87
32,Female,69.7,1.57,177,144,59,1.63,1314.0,Yoga,19.9,2.8,5,3,28.28
39,Female,52.6,1.75,168,157,72,1.05,690.0,Strength,26.6,2.7,4,3,17.18
38,Female,66.4,1.6,167,128,53,0.99,676.0,HIIT,23.9,2.2,4,3,25.94
44,Male,102.6,1.68,184,142,58,0.84,578.0,Strength,27.8,1.7,2,1,36.35
32,Female,59.6,1.68,164,168,70,1.04,829.0,HIIT,25.2,2.9,5,1,21.12
45,Male,90.8,1.66,181,120,63,1.89,1203.0,HIIT,13.2,3.6,5,3,32.95
33,Female,64.6,1.63,169,163,66,1.05,754.0,HIIT,26.0,2.5,5,2,24.31
50,Female,65.5,1.59,188,136,73,1.29,717.0,HIIT,30.5,1.5,2,2,25.91
43,Male,107.4,1.97,199,136,67,0.84,524.0,HIIT,28.0,2.4,3,2,27.67
34,Female,57.2,1.71,195,140,55,1.86,1273.0,Cardio,18.7,2.8,5,3,19.56
22,Male,110.5,1.84,172,124,50,1.07,732.0,Yoga,29.3,2.5,4,1,32.64
45,Male,99.8,1.87,160,166,62,0.68,630.0,Yoga,28.9,3.6,2,1,28.54
35,Male,90.1,1.71,180,147,71,0.67,479.0,Yoga,23.3,3.5,4,2,30.81
38,Female,50.9,1.68,184,146,72,1.37,913.0,Cardio,32.1,1.9,2,2,18.03
39,Male,66.5,1.68,198,140,67,0.95,804.0,HIIT,32.2,2.4,3,2,23.56
21,Male,85.7,1.95,175,164,60,2.0,1757.0,HIIT,10.0,3.7,4,2,22.54
55,Male,69.3,1.66,198,135,62,0.82,426.0,Yoga,23.5,2.0,2,2,25.15
32,Male,64.7,1.94,177,159,55,1.39,971.0,HIIT,27.6,3.1,3,1,17.19
53,Male,129.7,1.7,194,129,61,1.22,848.0,Yoga,29.8,2.9,2,1,44.88
53,Male,87.6,1.9,190,140,63,1.04,915.0,Yoga,30.7,3.5,2,1,24.27
34,Female,69.9,1.76,182,141,62,0.86,668.0,Cardio,22.3,2.3,4,3,22.57
59,Male,87.1,1.61,174,160,69,1.5,1363.0,HIIT,14.2,3.1,3,2,33.6
51,Male,108.1,1.77,181,152,61,0.66,370.0,Strength,26.4,2.9,4,1,34.5
46,Female,64.4,1.64,164,149,70,0.56,407.0,Cardio,34.6,1.5,2,1,23.94
40,Male,62.7,1.88,179,151,51,1.28,1230.0,Cardio,23.6,2.9,2,2,17.74
33,Male,117.2,1.98,165,135,65,0.71,568.0,Yoga,21.3,2.3,2,2,29.89
57,Male,82.5,1.82,179,120,51,1.26,629.0,Cardio,21.0,2.5,3,3,24.91
56,Female,48.0,1.5,199,142,64,1.39,819.0,Cardio,30.7,1.8,4,2,21.33
18,Female,43.7,1.6,185,123,60,1.33,831.0,HIIT,34.9,2.0,4,3,17.07
52,Female,57.5,1.74,199,151,67,1.71,1242.0,HIIT,16.3,2.5,4,3,18.99
37,Female,65.2,1.63,160,120,53,0.9,567.0,HIIT,24.6,2.5,3,1,24.54
46,Female,75.4,1.64,178,139,70,1.01,550.0,HIIT,34.6,1.5,4,1,28.03
20,Female,72.3,1.69,160,123,67,1.08,778.0,Cardio,30.6,1.6,3,1,25.31
40,Female,63.9,1.5,180,133,72,1.46,1011.0,HIIT,33.0,2.8,3,1,28.4
40,Male,86.2,1.79,177,125,58,1.53,1086.0,HIIT,11.5,3.3,3,3,26.9
23,Female,79.3,1.63,181,151,62,1.17,885.0,Strength,32.5,2.2,4,1,29.85
47,Male,88.1,1.97,160,124,58,1.86,1060.0,Cardio,17.1,3.6,5,3,22.7
34,Male,89.8,2.0,177,146,62,1.37,1246.0,HIIT,25.5,3.7,2,2,22.45
44,Male,126.8,1.88,170,125,65,1.49,889.0,Strength,26.4,3.3,4,1,35.88
36,Female,71.0,1.6,160,155,50,1.3,1086.0,Cardio,31.6,1.5,3,3,27.73
28,Male,70.2,1.93,164,163,58,1.13,1242.0,Strength,28.9,3.3,3,1,18.85
45,Female,73.8,1.72,180,153,53,1.22,814.0,Cardio,32.3,2.0,3,3,24.95
26,Female,74.4,1.56,186,125,71,1.31,723.0,Cardio,28.9,2.4,4,2,30.57
24,Male,110.2,1.77,179,120,72,1.3,926.0,Cardio,26.4,2.2,3,3,35.18
30,Female,61.0,1.59,181,134,65,1.17,633.0,Strength,35.0,1.5,4,1,24.13
19,Female,41.2,1.68,169,138,50,1.49,909.0,Cardio,27.8,1.9,5,1,14.6
58,Female,43.5,1.72,184,161,73,1.38,1016.0,Cardio,24.6,1.6,3,1,14.7
32,Male,85.0,1.63,189,132,72,1.74,1256.0,HIIT,11.3,3.7,4,3,31.99
59,Male,58.0,1.74,162,130,66,1.24,1085.0,Strength,21.3,2.6,4,2,19.16
35,Female,61.1,1.71,160,132,51,1.58,1019.0,Strength,19.9,2.1,5,3,20.9
19,Male,77.2,1.95,199,143,61,0.99,1036.0,Yoga,25.3,2.9,2,2,20.3
34,Male,87.8,1.73,172,137,74,0.63,642.0,Yoga,20.6,3.6,2,1,29.34
20,Female,58.8,1.5,199,128,59,0.98,799.0,Yoga,26.0,1.9,3,2,26.13
18,Female,49.0,1.5,184,130,58,1.05,621.0,Strength,30.2,1.5,2,1,21.78
48,Male,109.2,1.58,185,168,65,1.29,1138.0,Strength,21.4,3.4,2,2,43.74
24,Male,109.2,1.99,171,142,52,1.07,891.0,HIIT,19.5,3.0,2,1,27.58
34,Male,94.2,1.87,191,134,68,1.55,987.0,HIIT,22.7,3.7,2,2,26.94
23,Male,104.4,1.78,180,123,70,1.3,873.0,Cardio,29.3,2.1,5,2,32.95
34,Female,74.5,1.64,176,123,74,1.25,968.0,Yoga,27.4,2.1,3,1,27.7
30,Female,53.7,1.52,190,128,74,0.91,685.0,Cardio,30.6,2.0,2,1,23.24
58,Female,67.0,1.73,182,136,71,1.75,975.0,Yoga,18.4,2.3,5,3,22.39
30,Male,86.7,1.59,169,122,59,1.47,965.0,Strength,12.9,3.6,5,2,34.29
37,Male,59.8,1.64,192,125,55,0.78,657.0,Cardio,26.1,2.7,4,2,22.23
21,Female,47.6,1.6,177,120,68,1.02,679.0,HIIT,29.6,2.6,2,1,18.59
28,Male,82.4,1.67,178,151,52,1.03,952.0,Yoga,18.4,3.6,4,2,29.55
44,Male,59.3,1.8,188,129,62,1.21,885.0,HIIT,28.7,3.0,2,3,18.3
52,Female,45.5,1.7,165,132,61,1.18,648.0,Yoga,25.2,1.5,5,3,15.74
50,Male,103.2,1.89,177,128,61,0.74,490.0,Cardio,24.1,3.2,4,2,28.89
36,Female,60.1,1.5,186,127,50,1.81,1168.0,Strength,18.0,2.9,5,2,26.71
21,Male,119.5,2.0,177,121,72,1.19,687.0,HIIT,24.3,3.1,2,1,29.88
39,Male,88.4,1.81,195,129,54,1.89,1502.0,Strength,10.0,3.7,5,2,26.98
53,Female,64.1,1.53,199,164,65,0.95,747.0,Cardio,32.4,2.4,4,1,27.38
18,Male,86.4,1.9,177,163,59,1.74,1775.0,HIIT,10.0,3.7,5,2,23.93
42,Male,123.9,1.67,194,149,55,0.78,626.0,HIIT,21.9,3.3,3,1,44.43
28,Male,90.7,1.76,192,120,61,1.28,853.0,Yoga,25.5,3.6,3,1,29.28
42,Female,47.8,1.7,169,142,58,1.48,977.0,Cardio,26.5,2.2,3,1,16.54
51,Male,58.5,1.69,199,140,64,1.08,795.0,Cardio,26.4,2.7,5,1,20.48
49,Female,65.0,1.5,192,144,54,1.29,745.0,Cardio,28.3,1.8,3,2,28.89
34,Female,72.6,1.79,197,122,54,1.24,663.0,Strength,30.3,1.7,2,3,22.66
42,Male,79.1,1.71,177,138,63,0.87,602.0,Cardio,29.3,2.6,3,3,27.05
18,Male,72.0,1.77,168,158,50,1.04,916.0,Yoga,25.2,3.1,3,3,22.98
45,Male,83.1,2.0,191,168,68,1.7,1426.0,HIIT,11.2,3.4,5,3,20.78
53,Female,58.4,1.72,165,147,60,1.19,809.0,Strength,35.0,2.0,2,2,19.74
38,Male,88.9,1.96,191,163,66,1.74,1286.0,Yoga,10.0,3.7,5,3,23.14
22,Male,83.3,1.99,183,125,73,1.65,1188.0,Cardio,10.7,3.0,5,3,21.03
53,Female,51.4,1.65,175,147,74,1.32,902.0,HIIT,31.7,2.1,4,1,18.88
34,Female,74.7,1.64,179,169,63,1.12,1113.0,Cardio,24.2,2.2,5,3,27.77
24,Male,49.2,2.0,162,120,69,1.43,717.0,Yoga,25.9,1.9,3,3,12.3
22,Male,129.9,1.84,166,128,60,0.93,531.0,HIIT,27.2,2.0,3,2,38.37
59,Male,84.7,1.65,169,163,70,1.27,1234.0,HIIT,14.6,3.1,4,2,31.11
36,Female,59.3,1.69,163,159,70,1.0,927.0,Strength,24.2,1.5,4,2,20.76
42,Male,68.1,1.98,185,148,50,1.14,938.0,Cardio,22.5,1.9,4,3,17.37
47,Female,55.1,1.67,174,128,71,0.82,451.0,Yoga,34.8,2.1,2,1,19.76
49,Female,67.5,1.58,188,167,50,1.21,958.0,Strength,26.8,2.0,4,1,27.04
45,Female,58.9,1.66,165,166,57,0.78,735.0,Yoga,23.5,2.0,2,2,21.37
42,Male,76.8,2.0,162,168,64,1.52,1038.0,Cardio,30.7,2.1,4,2,19.2
54,Male,88.8,1.65,181,125,66,0.73,409.0,Strength,24.6,2.8,2,1,32.62
46,Female,40.0,1.76,174,136,65,0.66,470.0,Strength,24.0,2.2,3,1,12.91
48,Female,58.8,1.56,191,127,69,1.49,776.0,Strength,31.1,2.5,3,2,24.16
45,Male,83.7,1.94,185,165,71,1.92,1466.0,Cardio,12.4,3.1,5,3,22.24
20,Female,40.0,1.53,186,127,54,1.55,927.0,HIIT,33.6,2.1,5,1,17.09
21,Male,68.8,1.65,165,153,74,1.06,1111.0,Yoga,24.0,2.2,3,2,25.27
39,Female,54.8,1.75,188,152,50,1.22,916.0,Yoga,25.8,1.6,5,1,17.89
50,Male,114.5,1.96,160,123,63,1.36,957.0,HIIT,29.7,2.9,2,2,29.81
47,Female,68.6,1.6,174,144,58,1.5,910.0,Yoga,27.0,1.9,3,1,26.8
28,Female,46.8,1.74,190,138,55,0.7,595.0,Cardio,27.2,2.7,2,2,15.46
50,Female,60.9,1.7,178,158,54,1.73,1026.0,Strength,17.8,2.9,4,2,21.07
39,Female,70.1,1.75,163,155,54,1.39,922.0,Yoga,32.5,2.2,4,1,22.89
32,Female,75.2,1.66,198,142,70,1.23,794.0,Cardio,32.1,2.3,2,3,27.29
33,Male,70.7,1.86,187,121,63,1.32,833.0,Yoga,24.5,3.7,4,2,20.44
59,Female,61.1,1.58,184,157,60,1.24,1027.0,Cardio,33.8,2.7,3,1,24.48
26,Male,84.6,1.66,194,158,70,1.81,1776.0,Strength,13.8,3.5,5,3,30.7
43,Male,76.0,1.85,174,143,54,1.32,938.0,Strength,27.1,3.7,4,1,22.21
18,Female,64.9,1.67,195,127,54,1.75,1171.0,Cardio,17.8,2.7,4,3,23.27
57,Male,83.2,1.61,193,123,60,1.83,1102.0,Strength,14.7,3.7,5,3,32.1
50,Male,51.4,1.7,197,160,62,1.48,1148.0,Yoga,20.8,3.5,2,1,17.79
44,Male,121.3,1.6,183,144,53,0.98,623.0,HIIT,21.5,3.5,3,2,47.38
56,Male,53.1,1.74,173,141,68,1.7,982.0,Strength,22.5,2.8,4,3,17.54
23,Female,49.5,1.69,199,164,58,1.38,1066.0,Cardio,26.3,2.7,4,1,17.33
54,Female,57.2,1.56,172,141,58,1.39,801.0,Strength,25.5,2.1,4,2,23.5
43,Male,52.6,1.86,199,148,70,1.12,812.0,Strength,32.3,3.3,5,3,15.2
38,Male,119.7,1.72,185,142,55,1.01,644.0,HIIT,19.6,3.1,2,1,40.46
54,Female,67.5,1.56,169,129,63,1.4,924.0,HIIT,27.1,2.2,5,3,27.74
53,Female,58.6,1.56,195,163,63,1.47,1030.0,HIIT,28.2,2.3,3,3,24.08
36,Female,66.5,1.67,185,155,50,0.7,642.0,Cardio,28.2,2.0,2,2,23.84
38,Male,60.3,1.58,193,167,56,1.28,1126.0,Strength,18.9,3.5,4,1,24.15
58,Male,84.4,1.69,179,153,65,0.8,862.0,Yoga,26.9,2.6,4,1,29.55
40,Male,78.8,1.77,172,149,66,1.43,1053.0,HIIT,15.7,3.6,4,3,25.15
42,Male,91.3,2.0,175,136,66,1.15,783.0,HIIT,26.8,3.7,3,1,22.82
47,Female,63.1,1.73,197,136,68,1.61,1137.0,Yoga,22.3,2.8,4,3,21.08
24,Male,83.1,1.79,181,162,67,1.46,1318.0,Strength,10.0,3.3,4,2,25.94
52,Female,70.2,1.64,173,142,70,0.9,781.0,Strength,24.7,2.4,3,2,26.1
54,Male,79.0,1.73,174,130,60,1.93,1215.0,Yoga,14.1,3.4,3,3,26.4
24,Male,120.9,1.74,191,154,71,0.83,899.0,Cardio,30.6,3.7,2,2,39.93
21,Female,62.7,1.51,199,126,61,1.21,882.0,Yoga,25.8,1.8,3,2,27.5
39,Male,86.7,1.84,198,134,64,1.98,1555.0,Yoga,11.5,3.7,5,2,25.61
23,Male,49.4,1.65,175,133,69,0.96,619.0,Strength,21.3,3.0,2,2,18.15
54,Female,69.1,1.69,191,127,68,1.54,932.0,Yoga,15.7,3.0,5,3,24.19
27,Female,58.9,1.85,185,131,57,1.41,922.0,Cardio,26.7,1.9,4,2,17.21
37,Female,63.9,1.6,172,127,65,2.0,1162.0,Yoga,20.7,3.1,3,3,24.96
55,Male,85.7,1.75,175,163,65,1.02,695.0,Yoga,27.2,2.8,4,3,27.98
37,Male,126.9,1.81,176,155,70,1.14,1178.0,Strength,26.9,3.3,4,3,38.74
33,Male,123.8,1.85,199,169,66,0.98,739.0,Yoga,25.7,3.0,3,2,36.17
57,Male,87.2,1.76,190,153,67,1.01,769.0,Yoga,18.3,3.6,2,1,28.15
28,Male,108.1,1.64,188,145,74,0.67,493.0,Cardio,25.8,3.2,3,1,40.19
42,Female,67.4,1.64,161,150,52,1.35,1062.0,Cardio,32.6,1.5,2,2,25.06
38,Female,43.2,1.86,182,169,62,1.17,898.0,Cardio,30.3,1.6,3,2,12.49
24,Male,77.6,1.59,172,124,72,0.97,872.0,Yoga,30.0,2.8,3,2,30.69
53,Female,64.1,1.71,185,125,65,1.89,964.0,Yoga,16.0,2.7,4,2,21.92
55,Male,123.1,1.89,166,140,56,1.07,843.0,Cardio,29.1,3.0,2,1,34.46
37,Male,91.1,2.0,183,132,73,0.95,856.0,HIIT,27.9,3.6,4,2,22.78
28,Male,80.2,1.61,191,120,72,1.3,840.0,Yoga,27.1,3.6,2,1,30.94
18,Female,58.3,1.55,187,157,53,1.67,1289.0,Cardio,17.1,2.9,5,3,24.27
32,Male,49.6,1.61,183,156,52,0.55,481.0,Strength,19.3,3.0,2,2,19.14
27,Male,101.3,1.69,187,133,59,1.4,1172.0,Strength,24.9,2.8,4,1,35.47
25,Female,73.3,1.57,185,120,69,1.09,677.0,Cardio,25.8,2.3,4,1,29.74
30,Female,47.2,1.62,174,161,66,1.26,1038.0,Yoga,26.6,2.2,4,3,17.99
51,Male,125.1,1.83,165,134,68,0.54,334.0,Strength,27.6,3.1,3,1,37.36
51,Female,76.3,1.65,188,153,64,1.24,997.0,Cardio,31.8,2.4,3,1,28.03
26,Male,109.9,1.92,194,139,50,0.84,609.0,Yoga,24.7,3.2,3,1,29.81
53,Female,41.1,1.64,185,154,71,0.85,663.0,Yoga,32.4,2.5,4,2,15.28
58,Male,77.7,1.82,189,140,54,1.14,731.0,HIIT,22.7,2.9,2,1,23.46
43,Female,66.0,1.61,168,144,50,1.96,1166.0,HIIT,18.4,3.1,5,2,25.46
19,Male,117.5,1.67,173,139,55,1.22,925.0,Yoga,24.5,2.3,3,2,42.13
20,Male,125.1,1.81,162,137,55,0.73,621.0,HIIT,25.9,2.6,4,1,38.19
30,Male,90.0,1.62,186,158,66,1.93,1710.0,HIIT,10.7,3.6,5,3,34.29
56,Female,80.6,1.59,168,162,59,1.61,1044.0,Strength,25.7,1.5,2,1,31.88
18,Male,84.3,1.8,180,122,54,1.83,1331.0,Strength,12.2,3.7,5,2,26.02
29,Female,50.2,1.54,198,124,73,1.01,652.0,Cardio,30.5,2.5,2,1,21.17
58,Male,91.6,1.63,170,147,65,1.81,1501.0,Yoga,11.1,3.1,5,3,34.48
21,Female,65.5,1.68,199,159,65,0.8,806.0,Cardio,30.3,2.0,2,1,23.21
38,Female,73.7,1.74,183,135,64,0.95,698.0,Cardio,25.1,2.2,4,2,24.34
19,Male,104.2,1.77,160,149,62,1.19,1139.0,Strength,20.8,2.5,3,1,33.26
52,Female,66.6,1.82,189,131,68,1.05,553.0,HIIT,32.3,2.7,5,2,20.11
34,Male,96.7,1.67,190,120,62,0.92,550.0,HIIT,22.8,3.4,3,2,34.67
58,Male,78.4,1.7,177,124,55,1.11,606.0,Strength,25.3,1.5,3,1,27.13
26,Male,80.7,1.7,180,123,56,1.59,1095.0,Cardio,10.0,2.9,4,3,27.92
29,Female,57.4,1.72,177,153,68,1.59,1211.0,Yoga,20.5,3.0,5,3,19.4
33,Female,62.4,1.7,186,123,74,1.57,938.0,Strength,18.5,2.7,5,2,21.59
29,Female,62.3,1.5,166,120,50,1.33,704.0,Strength,28.8,1.5,3,2,27.69
42,Male,123.5,1.61,160,162,68,1.46,1179.0,Yoga,22.2,3.1,3,2,47.64
19,Female,55.1,1.54,162,158,51,1.47,1030.0,Strength,30.5,1.8,5,2,23.23
57,Female,53.5,1.63,175,144,61,1.39,957.0,Strength,34.1,2.6,2,1,20.14
57,Female,78.3,1.6,187,164,55,1.44,1057.0,HIIT,22.4,2.0,2,1,30.59
59,Female,45.0,1.73,160,136,62,1.47,824.0,Strength,27.7,1.6,2,1,15.04
55,Female,46.4,1.71,170,129,72,0.71,567.0,Strength,24.7,2.5,4,2,15.87
53,Female,55.5,1.79,187,138,55,1.55,998.0,Strength,15.2,2.6,5,3,17.32
37,Male,72.3,1.97,175,165,72,0.84,751.0,Strength,30.8,2.3,2,1,18.63
42,Male,81.6,1.99,177,160,66,1.73,1512.0,Cardio,17.1,3.0,4,3,20.61
24,Female,49.5,1.73,181,146,60,0.94,766.0,Cardio,28.2,2.4,2,1,16.54
47,Female,64.4,1.64,199,123,66,0.7,414.0,HIIT,35.0,2.5,3,1,23.94
55,Male,81.8,1.8,183,147,50,1.18,1067.0,Cardio,20.9,2.8,2,2,25.25
56,Female,60.7,1.8,199,140,56,1.54,936.0,Strength,18.4,2.3,5,3,18.73
52,Female,57.8,1.58,186,125,66,1.92,1097.0,Strength,21.3,1.8,4,3,23.15
54,Male,85.7,1.7,187,134,50,1.76,1101.0,Yoga,13.8,2.9,5,2,29.65
50,Male,70.8,1.79,191,145,68,1.13,899.0,Strength,21.0,3.0,2,1,22.1
55,Female,60.3,1.82,193,124,57,1.75,928.0,Cardio,19.1,2.8,5,3,18.2
29,Male,81.3,1.71,176,156,50,1.2,1009.0,Yoga,17.4,3.7,5,2,27.8
40,Female,51.7,1.71,167,162,67,1.11,707.0,Strength,30.8,2.5,3,1,17.68
19,Female,44.9,1.58,186,123,59,1.22,994.0,HIIT,35.0,1.8,5,1,17.99
23,Male,53.3,2.0,179,134,52,0.6,484.0,HIIT,28.2,2.1,3,1,13.32
25,Female,61.0,1.5,198,132,64,1.26,739.0,Yoga,24.7,2.1,4,3,27.11
34,Male,116.1,1.73,179,169,67,1.5,1266.0,Yoga,23.3,2.1,2,1,38.79
52,Female,73.7,1.78,169,149,74,1.27,775.0,Cardio,28.4,1.6,2,1,23.26
45,Male,88.0,1.97,197,165,53,1.72,1305.0,Yoga,14.1,3.6,5,3,22.68
49,Female,63.6,1.5,198,128,58,1.81,1024.0,Yoga,20.3,2.9,5,3,28.27
51,Male,67.7,1.68,197,149,62,1.41,898.0,Strength,21.1,3.4,2,2,23.99
24,Male,112.7,1.85,180,161,51,0.98,917.0,Strength,20.6,3.3,2,2,32.93
35,Male,84.0,1.62,173,149,59,2.0,1572.0,HIIT,15.4,3.3,5,2,32.01
51,Male,76.8,1.58,192,127,59,1.91,1287.0,Strength,11.9,3.7,4,2,30.76
39,Male,83.6,1.77,188,150,66,1.67,1204.0,Yoga,13.0,3.4,5,2,26.68
55,Female,50.4,1.53,168,168,64,0.61,419.0,Cardio,26.0,1.8,4,1,21.53
56,Female,48.1,1.53,172,143,68,1.34,841.0,HIIT,27.4,2.7,3,1,20.55
54,Male,109.5,1.75,188,126,50,1.11,807.0,Yoga,24.3,3.4,3,2,35.76
51,Male,79.8,1.61,195,120,64,1.84,1082.0,Strength,10.5,3.5,5,3,30.79
32,Female,40.5,1.77,181,122,69,1.47,864.0,Strength,35.0,1.9,2,2,12.93
48,Male,88.8,1.79,161,160,72,1.6,1155.0,HIIT,14.1,3.7,5,2,27.71
48,Male,82.9,1.82,171,160,58,1.86,1347.0,Yoga,15.7,3.7,5,3,25.03
